BB	-5.15	2.02	d7d5	c5d6	r1bq3r/pppp1kpp/5n2/2b1n3/3PP3/2P5/PP3PPP/RNBQK2R b KQ - 0 7
BB	-3.68	6.57	d6e5	f6e4	r1bq3r/pppp1kpp/3b1n2/4P3/4P3/2P5/PP3PPP/RNBQK2R b KQ - 0 8
BB	2.77	4.90	f7f8	f7g6	r1bq3r/pppp1kpp/3b4/3QP3/4n3/2P5/PP3PPP/RNB1K2R b KQ - 1 9
BB	-0.59	8.86	h8e8	c7d6	r1bq3r/pppp1kpp/3P4/8/4Q3/2P5/PP3PPP/RNB1K2R b KQ - 0 11
BB	7.81	0.74	f7f8	f7g6	r1bq3r/pp1p1kpp/3p4/8/2Q5/2P5/PP3PPP/RNB1K2R b KQ - 1 12
BB	6.85	2.90	d8e7	h7h5	r1bq3r/pp1p1kpp/3p4/8/4Q3/2P5/PP3PPP/RNB2RK1 b - - 5 14
BB	7.44	6.93	f6e6	f7e7	r1b4r/pp1p1kp1/3p1q2/3Q3p/8/2P5/PP3PPP/RNB2RK1 b - - 3 16
BB	12.23	0.61	f6e6	f6e6	r1b4r/pp1pk1p1/3p1q2/3Q3p/8/2P5/PP3PPP/RNB1R1K1 b - - 5 17
BB	12.02	0.60	c8d7	c8d7	r1b4r/pp2k1p1/3pp3/7p/8/2PQ4/PP3PPP/RNB3K1 b - - 1 19
BB	12.63	0.51	e7f7	e7f7	r6r/pp1bk1p1/3pp3/6Bp/8/2PQ4/PP3PPP/RN4K1 b - - 3 20
WB	0.02	-0.51	c2c4	b1c3	r1bqkb1r/pppp1ppp/2n2n2/4p3/8/3P2P1/PPP1PPBP/RNBQK1NR w KQkq - 1 4
WB	0.88	-4.86	d3d4	c1f4	r2qk2r/ppp2ppp/5n2/2bpnb2/8/2NP2P1/PPP1PPBP/R1BQ1RK1 w kq - 0 8
WB	-3.82	-2.31	f4g5	d3d4	r2qk2r/ppp2ppp/5nn1/2bp1b2/5B2/2NP2P1/PPP1PPBP/R2Q1RK1 w kq - 2 9
WB	-5.82	-0.68	g3f4	d4c5	r2qk2r/ppp2ppp/5n2/2bp1b2/3P1n2/2N3P1/PPP1PPBP/R2Q1RK1 w kq - 0 10
WB	-6.17	-2.73	d1d4	c3d5	r3k2r/ppp1qppp/5n2/2Pp1b2/8/2N3P1/PPP1PPKP/R2Q1R2 w kq - 1 12
WB	-8.68	-0.66	c2c3	d1d5	r3k2r/ppp1qppp/8/2Pn1b2/8/6P1/PPP1PPKP/R2Q1R2 w kq - 0 13
WB	-9.18	-0.60	g2g1	f2f3	r3k2r/ppp2ppp/8/2P5/4q3/6P1/PPP1PPKP/R4R2 w kq - 0 15
