WB	0.77	-1.34	b5c6	b5d3	r1bqk2r/1pp1bppp/p1n2n2/1B1p4/3P4/2N2N2/PPP1QPPP/R1B1K2R w KQkq - 2 8
WB	-0.59	-1.95	c1e3	c1d2	r2qk2r/1pp1bppp/p1n2n2/3p4/3P2b1/2NB1N2/PPP1QPPP/R1B2RK1 w kq - 6 10
WB	-2.79	-2.75	e2e5	e2e3	r2qk2r/1pp1bppp/p4n2/3p4/3n2b1/2NB1N2/PPPBQPPP/R4RK1 w kq - 0 11
WB	0.29	-3.28	b2b4	a2a4	2rq1rk1/1p2bppp/p4n2/3p4/3Q1Bb1/2NB4/PPP2PPP/R4RK1 w - - 3 15
WB	0.20	-4.18	f4g5	f4e3	2rq1rk1/1p3ppp/5n2/p1bpQ3/P4Bb1/2NB4/1PP2PPP/R4RK1 w - - 0 17
WB	0.20	-4.95	e3g5	g1h1	2rq1rk1/5ppp/1p3n2/p1bpQ3/P5b1/2NBB3/1PP2PPP/R4RK1 w - - 0 18
WB	1.92	-0.85	c3d5	e5d5	2rq1rk1/5ppp/1p6/p2pQ2n/P5b1/2NBP3/1PP3PP/R4R1K w - - 1 20
BB	-2.62	0.58	h7h5	e8c8	r3kb1r/ppp2ppp/2n3b1/3qp3/4N1P1/3P1N1P/PPP1QP2/R1B1K2R b KQkq - 2 10
BB	-3.39	1.72	f7f6	b4e7	2kr3r/ppp2ppp/2n3b1/3qp1B1/1b2N1P1/2PP1N1P/PP2QP2/R3K2R b KQ - 0 12
BB	-12.07	5.24	d3d1	g6e4	2k4r/ppp1bppp/2n3b1/4p1B1/2P1N1P1/3r1N1P/PP3P2/3RK2R b K - 1 15
BB	-12.28	4.16	d3d1	d3f3	2k4r/ppp1Bppp/2n5/4p3/2P1b1P1/3r1N1P/PP3P2/3RK2R b K - 0 16
BB	-16.63	2.72	c6d4	f3h3	2kr4/ppp2ppp/2n5/4p3/1PP1b1P1/5r1P/P2RKP2/3R4 b - - 0 20
WB	0.23	-0.72	f1g2	d1c2	r1bqkbnr/ppp2ppp/2n1p3/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 1 4
WB	3.24	-2.61	f1g2	f3e5	r1bqk2r/ppp2ppp/4p3/8/1nPPQ3/5NP1/PP2PP1P/R3KB1R w KQkq - 1 10
WB	0.81	-1.09	e4h4	e4f4	r1bqk2r/ppp3pp/4p3/4Np2/1nPPQ3/6P1/PP2PP1P/R3KB1R w KQkq - 0 11
WB	1.08	-0.68	c4c5	h1a1	r1bq1rk1/ppp3pp/4p3/4Np2/2PP1Q2/6P1/PP1KPPBP/n6R w - - 2 14
WB	1.17	-0.76	c4c5	g2b7	r2q1rk1/pppb2pp/4p3/4Np2/2PP1Q2/6P1/PP1KPPBP/R7 w - - 1 15
WB	0.54	-4.97	b7f3	f4f3	1r1q1rk1/pBpb2pp/4p3/4Np2/2PP1Q2/6P1/PP1KPP1P/R7 w - - 1 16
WB	5.01	-3.49	f3c6	b7c6	1r1q1rk1/pBp3pp/2b1p3/4Np2/2PP4/5QP1/PP1KPP1P/R7 w - - 3 17
WB	1.31	-9.89	e5d3	f3d3	1r3rk1/p1p3pp/2B1p3/4Np2/2Pq4/5QP1/PP1KPP1P/R7 w - - 0 18
WB	-5.38	-1.83	d2e1	a1c1	1r3rk1/p1p3pp/2B1p3/4qp2/2P5/3Q2P1/PP1KPP1P/R7 w - - 0 19
