BB	-0.72	0.53	f8d6	h7h5	r2qkb1r/pp3ppp/2p1bp2/8/3P4/3B1N2/PPP2PPP/R2QK2R b KQkq - 1 9
BB	-0.74	1.16	d8c7	a7a5	r2qkb1r/pp3pp1/2p1bp2/7p/3P4/3B1N2/PPP2PPP/R2Q1RK1 b kq - 1 10
BB	-0.52	1.02	d8c7	h8h6	r2qkb1r/1p3pp1/2p1bp2/p6p/P2P4/3B1N2/1PP2PPP/R2Q1RK1 b kq - 0 11
BB	0.00	0.98	f8b4	f6f5	r2qkb2/1p3pp1/2p1bp1r/p6p/P2P4/1P1B1N2/2P2PPP/R2Q1RK1 b q - 0 12
BB	0.49	0.63	f8e7	f5f4	r2qkb2/1p3pp1/2p1b2r/p4p1p/P2P4/1P1B1N2/2P1QPPP/R4RK1 b q - 1 13
BB	-1.44	1.44	d4c5	d4d8	r3kb2/1p3pp1/2p1b2r/p6p/P2q1p2/1P1B1N2/2P1QPPP/R4RK1 b q - 1 15
BB	-1.19	1.14	d8d6	d8f6	r2qkb2/1p3pp1/2p1b2r/p3Q2p/P4p2/1P1B1N2/2P2PPP/R4RK1 b q - 3 16
BB	-2.00	1.26	g7g6	f6h6	2kr4/1p3pp1/2p1br2/p3R2p/Pb3p2/1P1B1N2/2P2PPP/3R2K1 b - - 5 20
WB	0.11	-0.59	c4d5	d2d4	r1bqkb1r/ppp2ppp/2n2n2/3pp3/2P5/P1N2N2/1P1PPPPP/R1BQKB1R w KQkq - 0 5
WB	0.53	-1.31	d4d5	d4e5	r1bqkb1r/ppp2ppp/2n2n2/4p3/2pP4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq - 0 6
WB	-0.54	-1.14	c1f4	a1b1	r3kb1r/ppp2ppp/2n5/4P3/2p3b1/P1P2N2/4PPPP/R1B1KB1R w KQkq - 1 10
WB	-1.59	-2.61	h2h4	e2e4	2kr1b1r/ppp2ppp/2n5/4P3/2p3b1/P1P2N2/4PPPP/1RB1KB1R w K - 3 11
WB	-2.67	-0.94	e1e2	f1e2	2kr1b1r/ppp2ppp/8/4n3/2p1P3/P1P2P2/5P1P/1RB1KB1R w K - 0 13
WB	-3.33	-1.22	e1f1	h2h4	2kr3r/ppp2ppp/8/2b1n3/2p1P3/P1P2P2/4BP1P/1RB1K2R w K - 2 14
WB	-2.32	-3.06	c1e3	f3f4	2kr3r/ppp2pp1/8/2b1n2p/2p1P2P/P1P2P2/4BP2/1RB1K2R w K - 0 15
WB	-1.73	-0.81	c1e3	f4f5	2kr3r/ppp2pp1/8/2b4p/4PP1P/P1Pp4/5P2/1RB1K2R w K - 0 17
WB	-0.12	-2.74	b1a1	c3c4	2kr3r/ppp2p2/6p1/5P1p/4P2P/b1P5/3BKP2/1R5R w - - 0 20
WB	-2.93	-0.67	b1a1	e4f5	2kr3r/ppp2p2/8/5p1p/2P1P2P/b7/3BKP2/1R5R w - - 0 21
BB	0.00	1.26	d7d5	a8b8	r1bqkb1r/p2p1ppp/2p1pn2/8/4P3/3B4/PPP2PPP/RNBQ1RK1 b kq - 3 7
BB	0.42	0.58	d7d5	d8c7	1rbqkb1r/p2p1ppp/2p1p3/4P3/2P5/P2Q4/1P3PPP/RNB2RK1 b k - 0 11
BB	0.20	1.09	d7d5	c7b8	2b1kb1r/p1qp1pp1/2p1p3/4P1Bp/2P4P/P2Q4/1r3PP1/RN2R1K1 b k - 0 14
BB	1.46	5.14	d7d5	g7g6	1qb1kb1r/p2p1pp1/2p1p3/4P1Bp/2P4P/P1NQ4/1r3PP1/R3R1K1 b k - 2 15
BB	3.76	10.83	f8g7	a7a5	1qb1kb1r/p2p1p2/2p1p1p1/4P1Bp/2P4P/P1N2Q2/1r3PP1/R3R1K1 b k - 1 16
BB	15.28	984.71	b8b6	h8g8	1qb1kb1r/3p1p2/2p1pQp1/p3P1Bp/2P4P/P1N5/1r3PP1/R3R1K1 b k - 1 17
WB	0.96	-0.64	d2d4	b1c3	rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PP1PPPPP/RNBQKBNR w KQkq - 1 3
WB	1.52	-5.62	b7b5	h1g1	r2qkb1r/pQp2ppp/2n5/3bp3/8/2P2NP1/P2PPP1P/R1B1KB1R w KQkq - 1 9
WB	0.65	-5.27	b5a4	b5d3	r2qkb1r/p4ppp/2p5/nQ1bp3/8/2P2NP1/P2PPP1P/R1B1KBR1 w Qkq - 0 11
WB	2.10	-1.29	e2e4	f3e5	r2qk2r/p4ppp/2p5/n1bbp3/8/2PQ1NP1/P2PPP1P/R1B1KBR1 w Qkq - 2 12
WB	1.35	-2.43	f1g2	e5f3	r2q1rk1/p4ppp/2p5/n1bbN3/8/2PQ2P1/P2PPP1P/R1B1KBR1 w Q - 1 13
WB	3.40	-1.02	e2e3	f3c6	r2q1rk1/p4ppp/2p5/2b5/2n5/2P2QP1/P2PPP1P/R1B1KBR1 w Q - 1 15
WB	8.02	-0.51	e4c2	e4f5	2rqr1k1/p4ppp/8/8/4Q3/2P3P1/P2PPP1P/2R1KBR1 w - - 3 19
BB	0.57	0.50	g8f6	b8c6	rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/5N2/PPP1BPPP/RNBQ1RK1 b kq - 1 5
BB	0.79	3.83	g8f6	c8e6	r1bqk1nr/1pp1ppbp/p1np2p1/8/3PP3/5N2/PPP1BPPP/RNBQR1K1 b kq - 3 6
BB	-0.34	3.28	e5e4	h7h5	3rk1nr/1pp1ppbp/p1b3p1/4p1B1/8/5N2/PPP1BPPP/RN2R1K1 b k - 1 11
BB	-0.56	4.57	e5e4	g7f6	3rk1nr/1pp1ppb1/p1b3p1/4p1Bp/7P/5N2/PPP1BPP1/RN2R1K1 b k - 0 12
BB	1.95	0.58	c6f3	e8g8	3rk2r/1pp1np2/p1b2pp1/4p2p/2B4P/2N2N2/PPP2PP1/R3R1K1 b k - 3 15
BB	1.85	0.73	a6a5	e7f5	3r1r2/1pp1npk1/p1b2pp1/2N1p2p/2B4P/5N2/PPP2PP1/R3R1K1 b - - 7 17
BB	1.50	1.07	f5d4	f8h8	3r1r2/1pp2pk1/p1b2pp1/2N1pn1p/1PB4P/5N2/P1P2PP1/R3R1K1 b - - 0 18
WB	2.00	-2.15	g2b7	d1a4	rn1qkb1r/ppp2ppp/3pbn2/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5
WB	0.42	-2.35	a4d1	c3b5	rn1qkb1r/pppb1ppp/3p1n2/4p3/Q1P5/2N3P1/PP1PPPBP/R1B1K1NR w KQkq - 4 6
WB	-1.81	-1.40	d2d4	g2b7	rn1qkb1r/1ppb1ppp/p2p1n2/1N2p3/Q1P5/6P1/PP1PPPBP/R1B1K1NR w KQkq - 0 7
WB	3.73	-1.75	c4b5	d2d3	Qn1qkb1r/1B1b1ppp/2pp1n2/1p2p3/2P5/6P1/PP1PPP1P/R1B1K1NR w KQk - 0 9
WB	3.86	-1.84	c4b5	g1f3	Qn1qk2r/1B1bbppp/2pp1n2/1p2p3/2P5/3P2P1/PP2PP1P/R1B1K1NR w KQk - 1 10
WB	2.98	-1.04	d3e4	c4b5	Qn1qk2r/1B1bbppp/2pp1n2/1p6/2P1p3/3P1NP1/PP2PP1P/R1B1K2R w KQk - 0 11
WB	7.55	-0.72	e3d4	e3f4	4r1k1/3qbppp/8/3p4/P5n1/3PBQP1/1P2PP1P/R4RK1 w - - 1 19
WB	0.36	-0.56	c2c4	f1g2	rnbqkbnr/pppp1ppp/8/4p3/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2
WB	1.29	-5.60	d3e4	c1g5	r1bqkbnr/ppp2ppp/2n5/3p4/4p3/3P1NP1/PPP1PPBP/RNBQK2R w KQkq - 0 5
WB	-0.09	-3.99	g5e7	d3e4	r1bqk1nr/ppp1bppp/2n5/3p2B1/4p3/3P1NP1/PPP1PPBP/RN1QK2R w KQkq - 2 6
WB	2.70	-1.08	e1c1	e1g1	r3k2r/ppp2ppp/2n5/8/8/2N3P1/PPP1PP1P/R3K2R w KQkq - 1 14
WB	1.72	-1.60	a1d1	a2a4	2kr3r/ppp2ppp/2n5/8/8/2N3P1/PPP1PP1P/R4RK1 w - - 3 15
BB	-0.20	1.50	b4d2	h7h5	r1bqk1nr/pppp1ppp/2n5/8/1bBpP3/5N2/PPPB1PPP/RN1QK2R b KQkq - 3 5
BB	-0.05	1.64	c8g4	c8e6	r1bqk1nr/ppp2pp1/8/1N1n3p/2B5/8/PPP2PPP/RN1QK2R b KQkq - 1 9
BB	0.37	1.87	g8f6	d5b6	r2qk1nr/ppp2pp1/4b3/1N1n3p/2B5/8/PPP2PPP/RN1Q1RK1 b kq - 3 10
BB	-4.71	0.76	c4d6	c4b6	r2qk1nr/ppp2pp1/4b3/1N5p/2n5/1P6/P1P2PPP/RN1QR1K1 b kq - 0 12
WB	1.89	-0.52	d4d5	d4e5	r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3
WB	2.68	-1.10	d1d6	b1c3	r1b1k2r/ppp1nppp/2nq4/8/8/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 7
WB	2.63	-0.51	d1d8	h2h4	3rk2r/ppp1nppp/2n1b3/8/8/2N1PN2/PPP2PPP/3RKB1R w Kk - 1 10
WB	2.78	-0.53	f3d4	d3e4	5rk1/ppp1npp1/4b3/7p/1n5P/2NBPN2/PPPK1PP1/7R w - - 2 14
WB	2.37	-5.79	d2c1	f3d4	3r2k1/ppp1npp1/4b3/7p/1n2B2P/2N1PN2/PPPK1PP1/7R w - - 4 15
WB	2.56	-1.96	e3d4	a3b4	3r2k1/ppp2pp1/4b3/7p/1n1nB2P/P1N1P3/1PPK1PP1/7R w - - 0 17
WB	6.27	-2.02	h1d1	e4b7	3r2k1/ppp2pp1/4b3/7p/1P2B2P/2N1P3/1PPnKPP1/7R w - - 3 19
WB	4.85	-0.76	b2b3	e1e2	3r2k1/pBp2pp1/4b3/7p/1P5P/2N1P3/1PPn1PP1/4K2R w - - 3 21
BB	-2.05	0.51	f7f5	a8b8	r1b1kb1r/p1p2ppp/2p5/8/4p3/8/PPP2PPP/RNB2RK1 b kq - 1 11
BB	-1.75	1.71	f7f5	b8b4	1rb1kb1r/p1p2ppp/2p5/8/4p3/8/PPP2PPP/RNB1R1K1 b k - 3 12
BB	-6.58	2.26	f8c5	h7h5	4kb1r/p1p2ppp/2p1b3/8/P3R3/2B5/2r2PPP/RN4K1 b k - 0 16
BB	-5.17	0.65	f8c5	h8h6	4kb1r/p1p2pp1/2p1b3/7p/P3R2P/2B5/2r2PP1/RN4K1 b k - 0 17
BB	-5.31	5.65	h6g6	c2c4	4kb2/p1p2pp1/2p1b2r/7p/P3R2P/8/2rB1PP1/RN4K1 b - - 2 18
WB	4.35	-3.77	e4e5	b1c3	r2qkb1r/pppb1ppp/5n2/8/2BQP3/8/PP3PPP/RNB2RK1 w kq - 1 9
WB	4.16	-0.82	d4e3	d4e5	r2qkb1r/pp1b1ppp/5n2/2p5/2BQP3/2N5/PP3PPP/R1B2RK1 w kq - 0 10
WB	3.34	-2.04	e5c7	c1f4	r3kb1r/pp1bqppp/5n2/2p1Q3/2B1P3/2N5/PP3PPP/R1B2RK1 w kq - 2 11
WB	5.69	-2.27	c3b5	c4b5	r3kb1r/p2b1ppp/5n2/1pp1B3/2B1P3/2N5/PP3PPP/R4RK1 w kq - 0 13
WB	6.32	-3.95	b5c7	a2a4	r3kb1r/p4ppp/8/1Np1B3/4n3/8/PP3PPP/R4RK1 w kq - 0 15
WB	4.49	-0.51	g7f6	g7c3	3r2r1/1k3pBp/3n4/2p5/P7/8/1P3PPP/R4RK1 w - - 1 20
WB	4.55	-4.42	f1c1	c3e5	3r2r1/1k3p1p/8/2p5/P3n3/2B5/1P3PPP/R4RK1 w - - 3 21
WB	1.79	-1.66	f1b5	c1g5	r2qk1nr/ppp2ppp/2np4/2b1P3/4P1b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6
WB	8.32	-1.00	c2c3	d5c7	3rk1nr/ppp2ppp/8/2bNp3/3nP1b1/5N2/PPP2PPP/R2QKB1R w KQk - 2 9
WB	10.32	-1.73	d1a4	h1g1	3rk1nr/pp3ppp/4b3/2bNp3/4P3/2P2P2/PP3P1P/R2QKB1R w KQ - 1 13
WB	9.57	-1.97	d1a4	g1g3	3rk2r/pp3ppp/4bn2/2bNp3/4P3/2P2P2/PP3P1P/R2QKBR1 w Q - 3 14
WB	8.63	-0.92	d1e2	g3g7	3rk2r/pp3ppp/8/2bbp3/8/2P2PR1/PP3P1P/R2QKB2 w Q - 0 16
WB	14.48	-2.70	d1h5	f1b5	3rk2r/pp3pRp/8/2b5/4b3/2P5/PP3P1P/R2QKB2 w Q - 0 18
WB	17.75	-7.00	b5c6	d1e2	3rk2r/pp3pRp/2b5/1Bb5/8/2P5/PP3P1P/R2QK3 w Q - 2 19
BB	-0.50	1.20	b8d7	b8a6	rn1q1rk1/pp3ppp/2pb1n2/3p2B1/3P2b1/2N2N2/PPP1BPPP/R2Q1RK1 b - - 3 9
BB	-0.63	0.69	a8e8	a6b4	r4rk1/pp3ppp/n1pb1q2/3pN3/3P4/2N5/PPP1QPPP/R4RK1 b - - 0 12
WB	1.21	-1.70	d4e5	b1c3	r1bqkbnr/ppp2ppp/2n5/3pp3/3P4/6P1/PPP1PPBP/RNBQK1NR w KQkq - 0 4
WB	0.14	-4.59	c1g5	c2c3	r1bqkb1r/ppp2ppp/2n2n2/3N4/3p4/6P1/PPP1PPBP/R1BQK1NR w KQkq - 1 6
WB	-3.25	-1.32	a2a3	g1f3	r1bqkb1r/ppp2ppp/2n5/8/1n1P4/6P1/PP2PPBP/R1BQK1NR w KQkq - 1 8
WB	5.31	-4.42	d4g7	d4e3	3rk2r/ppp1qppp/8/5b2/3Q4/6P1/PP2PPBP/2R2RK1 w k - 1 15
WB	8.36	-3.46	c1c7	g1f2	3rr1k1/ppp2ppp/8/5R2/8/4P1P1/PP2P1BP/2R3K1 w - - 1 18
WB	7.89	-2.85	f5b5	f5f4	3rr1k1/ppp2p1p/6p1/5R2/8/4P1P1/PP2PKBP/2R5 w - - 0 19
WB	7.48	-3.65	b7c6	f4b4	1r4k1/pBp1rp1p/6p1/8/5R2/4P1P1/PP2PK1P/2R5 w - - 1 21
