BB	0.21	3.49	e8g8	e8d7	r2qk2r/ppp1bppp/2npb3/1B6/8/2P1BN2/PPPQ1PPP/R3K2R b KQkq - 6 9
BB	3.37	1.65	d7e8	d7c8	r2q3r/pppkbppp/2npb3/1B2N3/8/2P1B3/PPPQ1PPP/R3K2R b KQ - 8 10
BB	5.03	0.87	e6d7	a8b8	r1kq3r/p1p1bppp/2Bpb3/8/8/2P1B3/PPPQ1PPP/R3K2R b KQ - 0 12
BB	5.92	994.06	d8f8	a7a5	1rkq3r/p1p1bppp/2Bpb3/8/8/2PQB3/PPP2PPP/R3K2R b KQ - 2 13
BB	-1.71	0.52	g8f6	h7h5	r1bqkbnr/pp3ppp/2n5/2ppp3/P6P/BP2P3/2PP1PP1/RN1QKBNR b KQkq - 1 5
BB	-1.48	0.51	c8g4	h8h6	r1bqkbnr/pp3pp1/2n5/2ppp2p/P6P/BPN1P3/2PP1PP1/R2QKBNR b KQkq - 1 6
BB	-4.31	4.31	e5e4	a7a5	r2qkbn1/pp3pp1/2n4r/1Bppp2p/P5bP/BPN1PN2/2PP1PP1/R2QK2R b KQq - 5 8
BB	-5.08	0.75	f3g2	f8c5	r2qkbn1/1p3pp1/2r5/p1Pp3p/P5bP/BPN1Pp2/2P2PP1/R2QK1R1 b Qq - 0 12
BB	-6.72	2.90	f3g2	e8f8	r2qk1n1/1p3pp1/2r5/p1bN3p/P5bP/BP2Pp2/2P2PP1/R2QK1R1 b Qq - 0 13
BB	-3.98	0.98	c5a3	g4e6	r2q1kn1/1p3pp1/2r5/p1bN3p/P5bP/BP2PP2/2P2P2/R2QK1R1 b Q - 0 14
BB	-4.37	8.46	d8d1	d8h4	r2q1kn1/1p3pp1/2r1b3/p1b4p/P4N1P/BP2PP2/2P2P2/R2QK1R1 b Q - 2 15
BB	3.81	2.61	c5a3	g8f6	r4kn1/1p3pp1/2r1b3/p1b4p/P2Q1N1q/BP2PP2/2P2P2/R3K1R1 b Q - 1 16
BB	-2.07	5.90	f8e8	c5a3	r4k2/1p3pp1/2r1bn2/p1b4p/P2Q1N1q/BP2PP2/2P1KP2/R5R1 b - - 3 17
BB	3.66	0.65	c6e6	f7e6	r4k2/1p3pp1/2r1Nn2/p6p/P2Q3q/bP2PP2/2P1KP2/R5R1 b - - 0 18
BB	3.62	0.74	c2b2	a8c8	r4k2/1p4p1/4pn2/p6p/P6Q/bP2PP2/2r2P2/R2K2R1 b - - 1 20
BB	-0.53	3.21	d7d6	h7h5	r1bqk1nr/pp1p1pbp/2n1p1p1/1Np5/2B1P3/5N2/PPPP1PPP/R1BQ1RK1 b kq - 1 6
BB	0.92	0.85	e8e7	e8f8	r1bqk1nr/pp1p1pb1/2nNp1p1/2p4p/2B1P3/5N2/PPPP1PPP/R1BQ1RK1 b kq - 1 7
BB	0.41	1.04	d8e7	c6d4	r1bq1knr/pp1p1pb1/2nNp1p1/2p4p/2B1P3/5N2/PPPPQPPP/R1B2RK1 b - - 3 8
BB	1.34	2.47	f7f6	d8c7	r1bq1knr/pp1p1p2/3Np1p1/2p1P2p/2Bb4/8/PPPPQPPP/R1B2RK1 b - - 0 10
BB	3.68	1.69	d4e5	b7b5	r1b2knr/ppqp1p2/3Np1p1/2p1P2p/2Bb4/2P5/PP1PQPPP/R1B2RK1 b - - 0 11
BB	4.92	2.01	f7f5	d4f2	r1b2knr/p1qp1p2/3Np1p1/1pp1P2p/2Bb4/2P2Q2/PP1P1PPP/R1B2RK1 b - - 1 12
BB	5.98	0.84	c7d8	f8g7	Q1N2knr/p1qp4/4p1p1/2p1Pp1p/2p5/2P5/PP1P1RPP/R1B3K1 b - - 0 15
BB	6.71	993.19	g7g8	g7h6	8/p1qpQ1k1/4p1p1/2p1Pp1p/2p3n1/2P5/PP1P1RPP/R1B3K1 b - - 2 19
BB	5.05	994.91	g6g5	f5f4	8/p1qpQ3/4p1pk/2p1Pp1p/2p3n1/2PP4/PP3RPP/R1B3K1 b - - 0 20
WB	0.80	-0.67	d2d4	b1c3	r1bqkb1r/pppppppp/2n4n/8/8/1P2P3/P1PP1PPP/RNBQKBNR w KQkq - 1 3
